project_name,country,year,sector,subsector,investment,fund_source,carrier_type,overall_rating,relevance,coherence,effectivity,efficiency,impact,sustainability,url,outcome_fully,outcome_partially,outcome_not,pdf
Kofinanzierung des <span lang='en'>Poverty Reduction Support Credig</span> (PRSC I) der Weltbank,Äthiopien,2013,Sonstige,Frieden und Governance,60000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,3.0,,4.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Äthiopien_PRSC_2010_D.pdf,60.0,0.0,10.0,Äthiopien_PRSC_2010_D.pdf
Demarkierung von Indianergebieten,Brasilien,2013,Umweltschutz,Ressourcenschutz inkl. Wasser,17920000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,2.0,1.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Brasilien_Indianergebieten_2013_D.pdf,100.0,0.0,0.0,Brasilien_Indianergebieten_2013_D.pdf
Naturressourcenpolitik Programm (NRPP),Brasilien,2013,Umweltschutz,Ressourcenschutz inkl. Wasser,58400000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,4,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Brasilien_NRPP_2013_D.pdf,100.0,0.0,0.0,Brasilien_NRPP_2013_D.pdf
Integrierte Naturwaldbewirtschaftung - ProManejo I,Brasilien,2013,Umweltschutz,Ernährungssicherung,9340000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,3.0,,4.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Brasilien_ProManejo_2012_D.pdf,0.0,33.33333333333333,0.0,Brasilien_ProManejo_2012_D.pdf
Integrierte Naturwaldbewirtschaftung - ProManejo II,Brasilien,2013,Umweltschutz,Ernährungssicherung,4150000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Brasilien_ProManejo_2012_D.pdf,20.0,20.0,0.0,Brasilien_ProManejo_2012_D.pdf
Sektorprogramm Gesundheit I ,Burundi,2013,Gesundheit,Gesundheit und soziale Sicherung,11800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,3.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burundi_Gesundheit_2013_D.pdf,70.0,20.0,10.0,Burundi_Gesundheit_2013_D.pdf
Sektorprogramm Städtische Wasserversorgung I,Burundi,2013,Wasser,Ressourcenschutz inkl. Wasser,3800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,3.0,,1.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burundi_WV_2013_D.pdf,100.0,0.0,0.0,Burundi_WV_2013_D.pdf
Programm Kommunale Abwasserentsorgung I (Huaihe),Volksrepublik China,2013,Wasser,Ressourcenschutz inkl. Wasser,105500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/China_Abwasser_2013_D.pdf,66.66666666666666,33.33333333333333,0.0,China_Abwasser_2013_D.pdf
Abwasser- und Abfallents. Chamdo (Tibet),Volksrepublik China,2013,Wasser,Ressourcenschutz inkl. Wasser,10170000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/China_Chamdo_2013_D.pdf,33.33333333333333,33.33333333333333,33.33333333333333,China_Chamdo_2013_D.pdf
Aufforstung+Waldschutz Chongon-Colonche,Ecuador,2013,Umweltschutz,Ernährungssicherung,6350000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,1.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Ecuador_Forst_2013_D.pdf,50.0,0.0,0.0,Ecuador_Forst_2013_D.pdf
Energieinvestitionsprogramm Hirakud,Indien,2013,Energie,Klima und Energie,19270000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_Energie_Hirakud_2013_D.pdf,0.0,50.0,50.0,Indien_Energie_Hirakud_2013_D.pdf
Mikrofinanzfazilität (SIDBI),Indien,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,85000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_Mikrofinanzfazilität_2013_D.pdf,40.0,40.0,0.0,Indien_Mikrofinanzfazilität_2013_D.pdf
Passagierfähre 24,Indonesien,2013,Transport und Kommunikation,Nachhaltige Wirtschaft,74930000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indonesien_Passagierfähre_2013_D.pdf,100.0,0.0,0.0,Indonesien_Passagierfähre_2013_D.pdf
Wiederaufbauhilfe Wohnungs- und Siedlung,Indonesien,2013,Sonstige,Frieden und Governance,36000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indonesien_Wiederaufbauhilfe_2013_D.pdf,100.0,0.0,0.0,Indonesien_Wiederaufbauhilfe_2013_D.pdf
Infrastrukturhilfe Wohnungs-und Siedlungsbau,Indonesien,2013,Sonstige,Frieden und Governance,5000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,2.0,2.0,1,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indonesien_Wiederaufbauhilfe_2013_D.pdf,100.0,0.0,0.0,Indonesien_Wiederaufbauhilfe_2013_D.pdf
Wiederaufbauhilfe für Aceh,Indonesien,2013,Gesundheit,Gesundheit und soziale Sicherung,19500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,1.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indonesien_KV_Aceh_Sumatra_2013_D.pdf,85.71428571428571,0.0,14.285714285714285,Indonesien_KV_Aceh_Sumatra_2013_D.pdf
Sektorprogramm Mikrofinanz I,Demokratische Republik Kongo,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,9750000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kongo_Mikrofinanz_2013_D.pdf,100.0,0.0,0.0,Kongo_Mikrofinanz_2013_D.pdf
Ländliche Infrastruktur,Laos,2013,Transport und Kommunikation,Nachhaltige Wirtschaft,5270000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Laos_Wegebau_Infra_2012_D.pdf,100.0,0.0,0.0,Laos_Wegebau_Infra_2012_D.pdf
Ländliche Infrastruktur in Nordlaos,Laos,2013,Transport und Kommunikation,Frieden und Governance,5030000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Laos_Wegebau_Infra_2012_D.pdf,100.0,0.0,0.0,Laos_Wegebau_Infra_2012_D.pdf
Ländliche Infrastruktur in Nordlaos II,Laos,2013,Transport und Kommunikation,Nachhaltige Wirtschaft,5140000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Laos_Wegebau_Infra_2012_D.pdf,100.0,0.0,0.0,Laos_Wegebau_Infra_2012_D.pdf
Reintegrations- und Wiederaufbauprogramm I,Liberia,2013,Frieden und Sicherheit,Frieden und Governance,11000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Liberia_Reintergration_2013_D.pdf,85.71428571428571,0.0,0.0,Liberia_Reintergration_2013_D.pdf
Reintegrations- und Wiederaufbauprogramm II,Liberia,2013,Frieden und Sicherheit,Frieden und Governance,5100000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Liberia_Reintergration_2013_D.pdf,85.71428571428571,0.0,0.0,Liberia_Reintergration_2013_D.pdf
"Progr. AIDS-Vorsorge u.Familienplanung, Phase III",Malawi,2013,Gesundheit,Gesundheit und soziale Sicherung,9910000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,3.0,,2.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Malawi_AIDS_FP_2013_D.pdf,100.0,0.0,0.0,Malawi_AIDS_FP_2013_D.pdf
Kleinstaudämme Hodh El Gharbi,Mauretanien,2013,Landwirtschaft und Ernährungssicherheit,Ernährungssicherung,8770000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,3.0,,4.0,4.0,5,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mauretanien_Hodh_2010_D.pdf,0.0,0.0,100.0,Mauretanien_Hodh_2010_D.pdf
Förderung der Grundbildung,Mosambik,2013,Bildung,Nachhaltige Wirtschaft,10110000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,2.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mosambik_Grundbildung_2013_D.pdf,66.66666666666666,0.0,33.33333333333333,Mosambik_Grundbildung_2013_D.pdf
Finanzsektorprogramm <span lang='es'>Banco Terra (THB)</span>,Mosambik,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,1000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,5,4.0,,5.0,5.0,5,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mosambik_Banco_Terra_anonym_2013_D.pdf,33.33333333333333,0.0,50.0,Mosambik_Banco_Terra_anonym_2013_D.pdf
Finanzsektorprogramm (Investition),Mosambik,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,7240000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,5,4.0,,5.0,5.0,5,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mosambik_Banco_Terra_anonym_2013_D.pdf,33.33333333333333,0.0,50.0,Mosambik_Banco_Terra_anonym_2013_D.pdf
<span lang='es'>Banco Terra</span> (Treuhand),Mosambik,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,2800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,5,4.0,,5.0,5.0,5,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mosambik_Banco_Terra_anonym_2013_D.pdf,33.33333333333333,0.0,50.0,Mosambik_Banco_Terra_anonym_2013_D.pdf
Förderung der Gemeindewälder in Namibia,Namibia,2013,Umweltschutz,Ernährungssicherung,2860000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Namibia_Gemeindewälder_2013_D.pdf,66.66666666666666,33.33333333333333,0.0,Namibia_Gemeindewälder_2013_D.pdf
Bwabwata Mudumi Mamili National Parks,Namibia,2013,Umweltschutz,Ressourcenschutz inkl. Wasser,5460000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,1,1.0,,1.0,1.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Namibia_Bwabwata_Park_2013_D.pdf,40.0,60.0,0.0,Namibia_Bwabwata_Park_2013_D.pdf
Sozialinvestitionsfonds FISE V,Nicaragua,2013,Governance,Frieden und Governance,6370000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Nicaragua_FISE_V_2013_D.pdf,70.0,20.0,10.0,Nicaragua_FISE_V_2013_D.pdf
<span lang='en'>Poverty Reduction Support Credit</span>,Nicaragua,2013,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,53846000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,4.0,,3.0,4.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Nicaragua_PRSC_2013_D.pdf,70.0,10.0,20.0,Nicaragua_PRSC_2013_D.pdf
Armutsverringerungsprogramm (PRSC) I + II,Nicaragua,2013,Governance,Frieden und Governance,23846000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,4.0,,3.0,4.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Nicaragua_PRSC_2013_D.pdf,70.0,10.0,20.0,Nicaragua_PRSC_2013_D.pdf
<span lang='en'>Social Marketing</span> zur HIV-Prävention,Niger,2013,Gesundheit,Gesundheit und soziale Sicherung,5390000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Niger_HIVAIDS_2013_D.pdf,100.0,0.0,0.0,Niger_HIVAIDS_2013_D.pdf
Reproduktive Gesundheit (HIV-Prävention),Niger,2013,Gesundheit,Gesundheit und soziale Sicherung,3220000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Niger_HIVAIDS_2013_D.pdf,100.0,0.0,0.0,Niger_HIVAIDS_2013_D.pdf
Armutsorient. Beschäftigungsprogramme (II),Palästina,2013,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,2590000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,,2.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_II_III_2013_D.pdf,100.0,0.0,0.0,Pal_Gebiete_EGP_II_III_2013_D.pdf
Armutsorient. Beschäftigungsprogramme (III),Palästina,2013,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,18310000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_II_III_2013_D.pdf,80.0,0.0,0.0,Pal_Gebiete_EGP_II_III_2013_D.pdf
Altstadtsanierung Hebron,Palästina,2013,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,1790000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,2.0,,2.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_Hebron_2013_D.pdf,100.0,0.0,0.0,Pal_Gebiete_Hebron_2013_D.pdf
"HIV-Prävention/<span lang='en'>Social Marketing</span>, Phase III",Ruanda,2013,Gesundheit,Gesundheit und soziale Sicherung,3250000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Ruanda_HIV_AIDS_2013_D.pdf,80.0,0.0,10.0,Ruanda_HIV_AIDS_2013_D.pdf
Wasserversorgung Südprovinz,Sambia,2013,Wasser,Ressourcenschutz inkl. Wasser,20050000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,3,2.0,,3.0,2.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Sambia_WV_Livingstone_Südprovinz_2012_D.pdf,28.57142857142857,28.57142857142857,28.57142857142857,Sambia_WV_Livingstone_Südprovinz_2012_D.pdf
Wasserversorgung Livingstone,Sambia,2013,Wasser,Ressourcenschutz inkl. Wasser,9110000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,3,2.0,,3.0,2.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Sambia_WV_Livingstone_Südprovinz_2012_D.pdf,28.57142857142857,28.57142857142857,28.57142857142857,Sambia_WV_Livingstone_Südprovinz_2012_D.pdf
Kommunalentwicklung/Dezentralisierung,Senegal,2013,Governance,Frieden und Governance,4600000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,3,3.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_Dezent_Kaolack_2013_D.pdf,100.0,0.0,0.0,Senegal_Dezent_Kaolack_2013_D.pdf
Unterstützung Kommunalentwicklung,Senegal,2013,Governance,Frieden und Governance,4020000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,3,3.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_Dezent_Kaolack_2013_D.pdf,100.0,0.0,0.0,Senegal_Dezent_Kaolack_2013_D.pdf
Unterstützung Kommunalentwickung,Senegal,2013,Governance,Frieden und Governance,2820000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,3,3.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_Dezent_Kaolack_2013_D.pdf,100.0,0.0,0.0,Senegal_Dezent_Kaolack_2013_D.pdf
Förderung der Finanzsystementwicklung (I),Senegal,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,8000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_KMU_PIJU_2013_D.pdf,25.0,0.0,50.0,Senegal_KMU_PIJU_2013_D.pdf
Förderung der Finanzsystementwicklung (II),Senegal,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,4000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_KMU_PIJU_2013_D.pdf,75.0,0.0,25.0,Senegal_KMU_PIJU_2013_D.pdf
Kreditgarantiefonds zur Förd. von KMU,Serbien,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,8900000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,4,4.0,,4.0,4.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Serbien_KGF_2013.pdf,50.0,0.0,50.0,Serbien_KGF_2013.pdf
"Wiederaufbau Jaffna, Wohnraum u. Schulen",Sri Lanka,2013,Frieden und Sicherheit,Frieden und Governance,3040000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,3.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Sri_Lanka_Jaffna_2013_D.pdf,75.0,25.0,0.0,Sri_Lanka_Jaffna_2013_D.pdf
Lokalwährungsfonds TCX,Afrika (regional),2012,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,90000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,2.0,,1.0,2.0,1,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Afrika_TCX_2012_D.pdf,100.0,0.0,0.0,Afrika_TCX_2012_D.pdf
Kofinanzierung des PRSC I-II der Weltbank,Tansania,2013,Governance,Frieden und Governance,10000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,3.0,,2.0,3.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tansania_PRSC_2010_2013_D.pdf,66.66666666666666,0.0,33.33333333333333,Tansania_PRSC_2010_2013_D.pdf
Kofinanzierung des PRSC III der Weltbank,Tansania,2013,Governance,Frieden und Governance,5000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,3.0,,2.0,3.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tansania_PRSC_2010_2013_D.pdf,66.66666666666666,0.0,33.33333333333333,Tansania_PRSC_2010_2013_D.pdf
Kofinanzierung PRSC IV-V,Tansania,2013,Governance,Frieden und Governance,15200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tansania_PRSC_2010_2013_D.pdf,33.33333333333333,0.0,66.66666666666666,Tansania_PRSC_2010_2013_D.pdf
Kofinanzierung PRSC VI,Tansania,2013,Governance,Frieden und Governance,8000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tansania_PRSC_2010_2013_D.pdf,33.33333333333333,0.0,66.66666666666666,Tansania_PRSC_2010_2013_D.pdf
Ländliches Wasser- und Basissanitärprogramm IV,Guatemala,2013,Wasser,Ressourcenschutz inkl. Wasser,8400000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,4.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Guatemala_Wasser_2013_D.pdf,44.44444444444444,0.0,44.44444444444444,Guatemala_Wasser_2013_D.pdf
KKMU Finanzierungsprogramm (Inv.),Philippinen,2013,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,12470000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Philippinen_KKMU_2012_D.pdf,40.0,20.0,40.0,Philippinen_KKMU_2012_D.pdf
Elektr. Eisenbahnstrecke Taschkent-Angren,Usbekistan,2013,Transport und Kommunikation,Nachhaltige Wirtschaft,65670000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Usbekistan_Eisenbahn_2013_D.pdf,100.0,0.0,0.0,Usbekistan_Eisenbahn_2013_D.pdf
